movie_id,actor
tt0110357,Gugwana Dlamini
tt0110357,Faca Khulu
tt0110357,Moira Kelly
tt0110357,Alfie Silas
tt0110357,Thembi Mtshali
tt0110357,Linda Gcwensa
tt0110357,Terry Young
tt0110357,Adult Simba
tt0110357,Bob Joyce
tt0110357,Nonhlanhla Mkhize
tt0110357,Rowan Atkinson
tt0110357,Sindisiwe Sokhela
tt0110357,Sam Vamplew
tt0110357,Terry Bradford
tt0110357,Abner A. Mariri
tt0110357,Philile Seme
tt0110357,James Langa
tt0110357,Jonathan Roberts
tt0110357,Susie Stevens-Logan
tt0110357,Matthew Broderick
tt0110357,Ernie Sabella
tt0110357,Judi M. Durand
tt0110357,Batho Mhlongo
tt0110357,Edie Lehmann Boddicker
tt0110357,Irene Mecchi
tt0110357,Jonathan Taylor Thomas
tt0110357,Oren Waters
tt0110357,Elton John
tt0110357,Niketa Calame-Harris
tt0110357,Rafiki
tt0110357,Bobbi Page
tt0110357,Ron Kunene
tt0110357,Tsidi Manye
tt0110357,John J West
tt0110357,Phindile
tt0110357,Sphiwe Khanyile
tt0110357,Hans Zimmer
tt0110357,Jeremy Irons
tt0110357,Robert Guillaume
tt0110357,Thembi Kubheka
tt0110357,Carmen Twillie
tt0110357,James Earl Jones
tt0110357,Luyanda Jezile
tt0110357,Cheech Marin
tt0110357,Maxi Anderson
tt0110357,Jim Cummings
tt0110357,Rodney Saulsberry
tt0110357,Bongani Ngcobo
tt0110357,Lebo M.
tt0110357,Faith Kekana
tt0110357,Zolile Zulu
tt0110357,Luther Waters
tt0110357,Roger Allers
tt0407887,Jack Nicholson
tt0407887,Ray Winstone
tt0407887,Martin Sheen
tt0407887,Dignam
tt0407887,The Rolling Stones
tt0407887,Robert Wahlberg
tt0407887,Richard Hughes
tt0407887,David O'Hara
tt0407887,Alec Baldwin
tt0407887,Felix Chong
